#genome,sample_6,sample_7,sample_8,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,mean_depth
OTU_97.3393.0,-0.729049577056917,-0.729049577056917,-0.729049577056917,-0.729049577056917,2.016137101984561,1.5211034385508517,0.21601468949834576,-0.729049577056917,-0.729049577056917,0.6210422323077442,0.00162
OTU_97.38908.0,1.4057418455465749,-0.6522509389608077,-0.6522509389608077,0.12779471323150682,-0.6522509389608077,0.04481113321104775,2.335157941775716,-0.6522509389608077,-0.6522509389608077,-0.6522509389608077,0.00786
OTU_97.29264.0,-0.8212866543823212,-0.8212866543823212,-0.8212866543823212,2.236015399440049,0.30049908019508853,0.09706643402820081,-0.8212866543823212,-0.8212866543823212,1.2072274459675025,0.2656249122807649,0.01413
OTU_97.34782.0,-0.6595028807267158,1.973333533748746,-0.29401084775899194,-0.6595028807267158,-0.21961866405759686,-0.6595028807267158,-0.5010151850150479,1.973333533748746,-0.29401084775899194,-0.6595028807267158,0.02039
OTU_97.41452.0,-0.9324793878422161,-0.9324793878422161,0.06204583003418081,1.2380047025231635,-0.9324793878422161,0.04188653507722671,-0.06562970469319455,-0.9324793878422161,2.2190903904282573,0.2345197979992316,0.04162999999999999
OTU_97.2653.1,-0.7852239093285077,0.24482011060473233,0.5066957088928441,-0.7852239093285077,-0.7852239093285077,-0.7852239093285077,-0.7852239093285077,1.6696919556492793,1.910080325359905,-0.40516855386422235,0.05847
OTU_97.485.0,-0.836283068284426,-0.836283068284426,-0.836283068284426,0.6597947584192062,0.8091310206128537,-0.836283068284426,-0.23893801950983604,2.1830246327944107,-0.836283068284426,0.7684029491054952,0.0616
OTU_97.43450.1,-0.5238734819109236,-0.0022864090863542828,0.1306111190579881,-0.5238734819109236,-0.5238734819109236,-0.5238734819109236,-0.5238734819109236,2.8843050624359203,0.1306111190579881,-0.5238734819109236,0.07332
OTU_97.22593.1,-0.4397866664633794,-0.15716931212227514,-0.08531744237453674,-0.4397866664633794,-0.4397866664633794,-0.4397866664633794,-0.4397866664633794,2.9665241956516244,-0.08531744237453674,-0.4397866664633794,0.08263000000000001
OTU_97.43673.0,0.6309367986454426,-0.6168195785848523,-0.18521498610743145,-0.6168195785848523,-0.6168195785848523,-0.6168195785848523,0.6309367986454426,-0.6168195785848523,2.6242588603256607,-0.6168195785848523,0.08388999999999999
OTU_97.45303.1,-0.8734894282291598,-0.8734894282291598,0.646015654841417,-0.8734894282291598,0.9484374344898606,2.1096384525421725,-0.8734894282291598,-0.8734894282291598,0.646015654841417,0.01733994443092956,0.10629000000000002
OTU_97.37776.1,-0.9210151365664435,-0.1132466269797865,1.108677188998717,-0.55191992751003,-0.9210151365664435,-0.9210151365664435,-0.7732445232458328,1.3777124760308601,1.8428917161701823,-0.12782489376477946,0.13899
OTU_97.17408.1,-0.8078412752125007,0.9821496793981368,1.441374146239365,-0.8078412752125007,-0.8078412752125007,-0.8078412752125007,-0.8078412752125007,0.9821496793981368,1.441374146239365,-0.8078412752125007,0.1395
OTU_97.2889.0,1.2200169841614357,0.8354262364916794,-0.9912347958040418,-0.9912347958040418,0.8452875377139807,-0.9912347958040418,1.2200169841614357,0.8354262364916794,-0.9912347958040418,-0.9912347958040418,0.17087999999999998
OTU_97.27554.1,-1.4581799476377482,0.18774442156645144,0.6089050978918659,-1.4581799476377482,-1.4581799476377482,0.5709769319188451,1.2473625584377097,0.18774442156645144,0.6089050978918659,0.9629013136400566,0.18453999999999998
OTU_97.23.0,-0.9429735912681453,-0.591416518076791,0.8244434753240055,0.02170142549408957,-0.41262807503255783,-0.9429735912681453,-0.9429735912681453,2.329095708957207,0.8244434753240055,-0.1667187181855232,0.31329
OTU_97.42543.0,-1.261527965016875,0.35035911796368024,0.7630304280484174,2.053167135359866,-1.261527965016875,-0.2680599962943591,-0.8202479126375641,0.35035911796368024,0.7630304280484174,-0.6685823884183872,0.32189999999999996
OTU_97.42261.1,-1.0987870647546054,0.7250910055269637,-1.0987870647546054,-1.0987870647546054,1.652111368835101,1.149293470149102,-0.09924797451409036,0.7250910055269637,-1.0987870647546054,0.24280938349438136,0.34243
OTU_97.21068.0,1.7464979281412008,0.012539721119497027,-0.6465129164529921,-0.6465129164529921,-0.6465129164529921,-0.6465129164529921,2.1075001283377572,0.012539721119497027,-0.6465129164529921,-0.6465129164529921,0.38307
OTU_97.837.1,-0.8872497608668586,-0.14777054342357215,0.9705325374600196,-0.8872497608668586,-0.8872497608668586,-0.8872497608668586,-0.8872497608668586,1.8983795194144173,0.9705325374600196,0.7445747534234096,0.42485999999999996
OTU_97.44267.0,-0.6388786447933081,0.23208244647593665,-0.6388786447933081,-0.6388786447933081,-0.6388786447933081,-0.6388786447933081,0.3156650661707002,2.6428028322534782,-0.6388786447933081,0.6427215238597342,0.4654999999999999
OTU_97.45053.1,-0.10240793122174405,1.0419118091198225,-0.9446337742672567,-0.7391664964118092,-0.29918967025106946,-0.9506050822102154,0.6003064444291847,2.283943861255261,-0.9446337742672567,0.05447461382508368,0.46663
OTU_97.10732.0,-0.9615437024391214,-0.9615437024391214,1.4197227092122784,0.3379811957183858,-0.9615437024391214,1.3751188103052159,-0.44219917516471396,-0.9615437024391214,1.4197227092122784,-0.2641714395269597,0.49582000000000004
OTU_97.31176.0,-0.98891053789234,-0.98891053789234,-0.07955035129850056,1.9868549495595447,0.10299362704484392,1.6878411936229,-0.19546017803798632,-0.98891053789234,-0.07955035129850056,-0.45639727591528256,0.5298200000000001
OTU_97.35311.0,-0.7148463707119672,-0.7148463707119672,0.5539644728951207,-0.16090781307100505,-0.7148463707119672,-0.7148463707119672,-0.16142611815417787,2.6400128563949687,0.5539644728951207,-0.5662223881121581,0.55168
OTU_97.27797.1,-0.3667902834397009,-0.3667902834397009,-0.3667902834397009,-0.3667902834397009,-0.3412529346147453,2.992757730417064,-0.3667902834397009,-0.3667902834397009,-0.3206266144099736,-0.13013648075414,0.6348400000000001
OTU_97.34522.1,-0.7299630761025729,-0.025662678861091644,-0.7299630761025729,0.23567185373884866,-0.7299630761025729,-0.7299630761025729,-0.34414703383940176,1.9234528150126984,-0.7299630761025729,1.860500424461812,0.6667399999999999
OTU_97.25929.0,-0.781980750759766,1.5995034879296388,-0.781980750759766,-0.781980750759766,-0.781980750759766,-0.781980750759766,0.5229749428915718,1.5995034879296388,-0.781980750759766,0.9699025858077467,0.68535
OTU_97.17408.0,-0.8078619565063491,0.9824537272273138,1.4411321422917334,-0.8078619565063491,-0.8078619565063491,-0.8078619565063491,-0.8078619565063491,0.9824537272273138,1.4411321422917334,-0.8078619565063491,0.80244
OTU_97.3393.1,-0.7327975446706464,-0.7327975446706464,-0.7327975446706464,-0.7327975446706464,2.0139797752008155,1.5112741352281607,0.2651798488102098,-0.7327975446706464,-0.7327975446706464,0.6063515087846921,0.83789
OTU_97.11468.0,-0.7853368317570296,1.1269700815807717,-0.7853368317570296,1.8366062774411174,-0.7853368317570296,-0.7853368317570296,-0.7853368317570296,1.1269700815807717,-0.7853368317570296,0.621474549939516,0.8571200000000001
OTU_97.43007.0,-0.5383380172423404,-0.5383380172423404,0.23164011407566582,-0.5383380172423404,-0.5383380172423404,-0.5383380172423404,-0.5383380172423404,2.854154663576452,0.23164011407566582,-0.08740678827373984,0.8657699999999998
OTU_97.26568.0,0.8711016097020399,-0.9725191698075308,-0.9725191698075308,-0.27634778264271925,-0.20669715804902958,0.27918292024637276,1.4275252693166918,-0.9725191698075308,1.7953118206567678,-0.9725191698075308,0.8712799999999999
OTU_97.42261.0,-1.098778904005516,0.7250744797004465,-1.098778904005516,-1.098778904005516,1.6521909439570623,1.149187334480186,-0.0993759339229084,0.7250744797004465,-1.098778904005516,0.2429643121068301,0.9150600000000001
OTU_97.34839.0,-0.8078616426092842,0.982449109961039,1.4411358178668137,-0.8078616426092842,-0.8078616426092842,-0.8078616426092842,-0.8078616426092842,0.982449109961039,1.4411358178668137,-0.8078616426092842,0.94174
OTU_97.28883.0,-0.8078651819265054,0.9825011759553428,1.4410943698241734,-0.8078651819265054,-0.8078651819265054,-0.8078651819265054,-0.8078651819265054,0.9825011759553428,1.4410943698241734,-0.8078651819265054,0.94176
OTU_97.34783.0,-0.8078602687713122,0.9824289024037101,1.4411519039102265,-0.8078602687713122,-0.8078602687713122,-0.8078602687713122,-0.8078602687713122,0.9824289024037101,1.4411519039102265,-0.8078602687713122,0.94184
OTU_97.43007.1,-0.5383140810810249,-0.5383140810810249,0.2315645290484985,-0.5383140810810249,-0.5383140810810249,-0.5383140810810249,-0.5383140810810249,2.8541930727919813,0.2315645290484985,-0.08743764440282827,0.9674399999999999
OTU_97.29547.0,-0.7697088160997313,-0.7697088160997313,1.79819313585273,-0.7697088160997313,0.0011738530168459672,-0.7697088160997313,-0.7697088160997313,0.6447446781587284,1.79819313585273,-0.3937607223823775,0.9770099999999999
OTU_97.28231.0,-0.9403993398619402,0.9180139675518532,1.3940370398260202,-0.9403993398619402,-0.9403993398619402,-0.9403993398619402,0.0778946845539546,0.9180139675518532,1.3940370398260202,-0.9403993398619402,1.05612
OTU_97.44267.1,-0.638887269386042,0.2321700147407561,-0.638887269386042,-0.638887269386042,-0.638887269386042,-0.638887269386042,0.31569605568442166,2.6427927168643643,-0.638887269386042,0.6426648290267105,1.0655
OTU_97.21866.0,-0.9019158407960174,-0.9019158407960174,1.2338768055011196,-0.9019158407960174,1.6628444307484826,-0.9019158407960174,0.029850083800932688,-0.9019158407960174,1.2338768055011196,0.349131078428434,1.1067699999999998
OTU_97.30455.0,-0.812489003915184,-0.812489003915184,1.0804137709330248,1.253624807926611,1.4604816736984427,-0.812489003915184,-0.812489003915184,-0.812489003915184,1.0804137709330248,-0.812489003915184,1.12531
OTU_97.29976.0,-0.6841257465266413,0.49102918825164976,-0.6841257465266413,-0.6841257465266413,-0.6841257465266413,-0.6841257465266413,0.6037476713594562,0.49102918825164976,2.5189484312970922,-0.6841257465266413,1.21508
OTU_97.30063.0,-0.6838604040422883,-0.6838604040422883,0.744175717398381,-0.6838604040422883,-0.6838604040422883,-0.6838604040422883,-0.6838604040422883,2.4623506091550214,0.744175717398381,0.15246038030194595,1.2555800000000001
OTU_97.42206.0,-0.7829140714097239,1.5886894483862024,-0.7829140714097239,-0.7829140714097239,1.004024690635034,-0.7829140714097239,0.5160808410509047,1.5886894483862024,-0.7829140714097239,-0.7829140714097239,1.3712199999999999
OTU_97.4925.0,-0.6843498334001561,-0.6843498334001561,-0.6843498334001561,2.221772484546815,-0.04493725723078725,-0.16181332974488477,-0.21978582189757973,-0.6843498334001561,1.6265130913272168,-0.6843498334001561,1.3965
OTU_97.45303.0,-0.8734953147047417,-0.8734953147047417,0.6458168064296472,-0.8734953147047417,0.9508269169620045,2.1086802261260438,-0.8734953147047417,-0.8734953147047417,0.6458168064296472,0.016335817576364868,1.4004100000000002
OTU_97.27895.0,-0.7327246623039476,-0.7327246623039476,-0.7327246623039476,0.7571630482754318,0.9063236273301868,-0.7327246623039476,0.4582171338138602,2.2746441644042075,-0.7327246623039476,-0.7327246623039476,1.4073799999999999
OTU_97.34522.0,-0.7299635459267247,-0.025713727025735992,-0.7299635459267247,0.23561811933976703,-0.7299635459267247,-0.7299635459267247,-0.3440625439775161,1.9233984873188388,-0.7299635459267247,1.86057739397827,1.49662
OTU_97.17113.0,-0.6372403846354561,0.23807760090692515,0.4623277694994752,-0.6372403846354561,-0.6372403846354561,-0.6372403846354561,-0.6372403846354561,2.6607091679068606,0.4623277694994752,-0.6372403846354561,1.51943
OTU_97.6437.0,-0.8882025174557381,0.32112864215287307,-0.8882025174557381,0.7698767176209015,0.9358758443111407,2.0930027410409013,-0.8882025174557381,0.32112864215287307,-0.8882025174557381,-0.8882025174557381,1.53296
OTU_97.485.1,-0.8363481345261041,-0.8363481345261041,-0.8363481345261041,0.6594216461331018,0.8091888911164241,-0.8363481345261041,-0.23852948005002617,2.182916034756553,-0.8363481345261041,0.7687435806744669,1.5384800000000003
OTU_97.10732.1,-0.9615533646042238,-0.9615533646042238,1.4197239222644364,0.3380690351364958,-0.9615533646042238,1.3750749731356489,-0.4421313269306814,-0.9615533646042238,1.4197239222644364,-0.2642470674534409,1.62165
OTU_97.21068.1,1.7464489523137483,0.012546496109902903,-0.6465135642514629,-0.6465135642514629,-0.6465135642514629,-0.6465135642514629,2.107539440975224,0.012546496109902903,-0.6465135642514629,-0.6465135642514629,1.6643999999999999
OTU_97.27554.0,-1.4581471264398838,0.18760269086747006,0.6091788189583898,-1.4581471264398838,-1.4581471264398838,0.5703759465826831,1.2472802303737962,0.18760269086747006,0.6091788189583898,0.9632221827114543,1.6647199999999998
OTU_97.44265.0,-0.483433870089503,-0.19829078636660477,-0.12523872684207385,-0.09247714226815237,-0.483433870089503,-0.483433870089503,-0.483433870089503,2.9584147327664203,-0.12523872684207385,-0.483433870089503,1.7722099999999998
OTU_97.41539.0,-0.7772727196725969,0.13796284906329276,-0.7772727196725969,-0.7772727196725969,1.9839137505983067,-0.7772727196725969,1.7304490585714063,0.13796284906329276,-0.7772727196725969,-0.10392490893331335,1.77249
OTU_97.20752.0,-0.7736897073135766,0.1066535665357247,0.332201984612975,-0.7736897073135766,0.5542070948318956,-0.7736897073135766,-0.7736897073135766,2.543183905974313,0.332201984612975,-0.7736897073135766,1.83416
OTU_97.37560.0,-0.7541552314017781,-0.7541552314017781,0.3057842817034896,0.40281501868531966,-0.7541552314017781,0.28589298062221424,0.17058812150880615,-0.7541552314017781,2.6056957544890618,-0.7541552314017781,1.8653599999999997
OTU_97.34560.0,-0.9581531960815726,0.10129529561253153,1.703513177958468,-0.9581531960815726,-0.9581531960815726,-0.9581531960815726,-0.377618872609674,0.10129529561253153,1.703513177958468,0.6006147097939659,1.8876399999999998
OTU_97.34944.0,-0.7801325811810751,-0.7801325811810751,0.2679755636228639,0.36387957763555173,0.47841271650439327,0.24830704553439273,-0.7801325811810751,-0.7801325811810751,2.5420880026081747,-0.7801325811810751,1.9514699999999998
OTU_97.34565.0,-0.8077348771937649,0.052337923165106194,-0.8077348771937649,-0.8077348771937649,0.48962745285403664,-0.8077348771937649,0.6061720565634227,2.4327655750256287,-0.8077348771937649,0.4577713783606296,1.9600000000000002
OTU_97.43450.0,-0.5239771619531887,-0.002480481702399402,0.1310978596616749,-0.5239771619531887,-0.5239771619531887,-0.5239771619531887,-0.5239771619531887,2.8841477340981805,0.1310978596616749,-0.5239771619531887,2.02368
OTU_97.36305.0,-0.6470855059668587,-0.6470855059668587,-0.020590140361044954,-0.6470855059668587,0.10515476989510841,-0.6470855059668587,-0.6470855059668587,0.7331257936237783,2.6979488857161815,-0.2802117790397296,2.06098
OTU_97.39365.1,1.7215385881634995,-0.7109681815770936,-0.7109681815770936,-0.2516774304172012,-0.20570706455343013,-0.7109681815770936,2.088647744900456,-0.7109681815770936,0.20203906979214417,-0.7109681815770936,2.06623
OTU_97.27900.0,-0.8900652523034386,0.004676905395022127,-0.8900652523034386,0.3366900335750995,0.4595070267624362,0.21280133887652974,2.541908799209644,0.004676905395022127,-0.8900652523034386,-0.8900652523034386,2.07629
OTU_97.837.0,-0.8872274762183167,-0.14784991373510256,0.9704319841441543,-0.8872274762183167,-0.8872274762183167,-0.8872274762183167,-0.8872274762183167,1.8985150837804703,0.9704319841441543,0.7446082427579079,2.0795399999999997
OTU_97.29547.1,-0.7697097327318114,-0.7697097327318114,1.7982040650872082,-0.7697097327318114,0.0011795882129035293,-0.7697097327318114,-0.7697097327318114,0.6446947000233232,1.7982040650872082,-0.39373375475158495,2.1663799999999998
OTU_97.38269.0,-0.8890785734664579,1.5991651080051072,0.15280292843637275,-0.8890785734664579,-0.8890785734664579,-0.8890785734664579,-0.8890785734664579,1.5991651080051072,0.15280292843637275,0.9414567944493291,2.2372
OTU_97.29264.1,-0.8215545794147465,-0.8215545794147465,-0.8215545794147465,2.236281119335626,0.2997521873175553,0.0947640219652346,-0.8215545794147465,-0.8215545794147465,1.2047104305827312,0.2722651378725851,2.2924700000000002
OTU_97.31176.1,-0.9887243520817648,-0.9887243520817648,-0.0797106286112545,1.9877239190168308,0.10275640680689031,1.6871323663875,-0.1956634261476858,-0.9887243520817648,-0.0797106286112545,-0.45635495259573305,2.3218900000000002
OTU_97.39365.0,1.7215554372846011,-0.7109667407843268,-0.7109667407843268,-0.2517012116592237,-0.20571149432133107,-0.7109667407843268,2.088630983649311,-0.7109667407843268,0.20205998896827673,-0.7109667407843268,2.36372
OTU_97.38908.1,1.4049121514661176,-0.652015916597362,-0.652015916597362,0.12472386593603509,-0.652015916597362,0.046271078336865355,2.336188403845154,-0.652015916597362,-0.652015916597362,-0.652015916597362,2.39438
OTU_97.41452.1,-0.9324479221194822,-0.9324479221194822,0.06189006530453352,1.2380829226690657,-0.9324479221194822,0.043179922767165924,-0.06491455020129537,-0.9324479221194822,2.219343099123664,0.23221022881479655,2.41707
OTU_97.5301.0,-0.7182534055665545,-0.7182534055665545,-0.7182534055665545,0.09608034062268411,-0.7182534055665545,0.013810321743976697,-0.0673498629125688,-0.7182534055665545,2.519303764205722,1.0294224641729584,2.52397
OTU_97.16209.0,-0.5011773282443203,-0.5011773282443203,0.015421507823728007,0.06271465729593266,-0.5011773282443203,-0.5011773282443203,-0.5011773282443203,2.913506296522533,0.015421507823728007,-0.5011773282443203,2.54334
OTU_97.143.0,1.33591836207076,-0.703301022070052,-0.703301022070052,-0.703301022070052,1.8381147829860047,-0.703301022070052,1.33591836207076,-0.703301022070052,-0.703301022070052,-0.2901453747072129,2.61366
OTU_97.25442.0,-0.813958310798197,-0.16756835755957827,0.8099137282046283,0.07225742808050713,-0.813958310798197,-0.813958310798197,-0.813958310798197,-0.16756835755957827,2.5717227570371204,0.13707604498968823,2.62828
OTU_97.6073.0,-0.7357566283077338,-0.7357566283077338,0.7235668411458476,0.06067063016646592,-0.7357566283077338,-0.7357566283077338,-0.7357566283077338,2.4793971426148085,0.7235668411458476,-0.3084183135343006,2.6437
OTU_97.17726.0,-0.7330740049762369,-0.7330740049762369,0.7171542682720937,0.8498556176579142,-0.7330740049762369,-0.7330740049762369,-0.7330740049762369,-0.7330740049762369,2.2905143479951375,0.5409197959322757,2.6505300000000003
OTU_97.33907.0,-0.5328255566690276,0.29245577119680444,-0.5328255566690276,-0.5328255566690276,-0.5328255566690276,-0.5328255566690276,-0.5328255566690276,0.29245577119680444,2.8412960572901835,-0.2292542596696269,2.69492
OTU_97.5805.0,-0.7916359712834523,-0.1845736030809541,1.4961261631901854,-0.7916359712834523,-0.7916359712834523,-0.7916359712834523,-0.7916359712834523,1.4955444350811324,1.4961261631901854,-0.3450433019632876,2.72167
OTU_97.41224.0,-1.0835606488386686,1.3339697924454197,-0.07131436818218745,1.1262156831993855,-1.0835606488386686,-1.0835606488386686,0.6827160636288232,1.3339697924454197,-0.07131436818218745,-1.0835606488386686,2.8065100000000003
OTU_97.42543.1,-1.2615332060294788,0.3502369586384183,0.7630841489132945,2.053236972386665,-1.2615332060294788,-0.26819862393020244,-0.8199464717485397,0.3502369586384183,0.7630841489132945,-0.6686676797523925,2.9453800000000006
OTU_97.32705.0,1.2803229940565821,-0.8317856012784519,-0.10110416903639269,-0.8317856012784519,1.8004903563518808,-0.8317856012784519,1.2803229940565821,-0.8317856012784519,-0.10110416903639269,-0.8317856012784519,2.98435
OTU_97.2653.0,-0.7850542288360469,0.2442911769802186,0.5079579423903983,-0.7850542288360469,-0.7850542288360469,-0.7850542288360469,-0.7850542288360469,1.6686845584863168,1.910772650927047,-0.4064351846037462,3.12513
OTU_97.26568.1,0.8710631191463949,-0.9725215570336997,-0.9725215570336997,-0.276347949013747,-0.20666837430576238,0.2791911245174567,1.427504294314443,-0.9725215570336997,1.7953440134760132,-0.9725215570336997,3.12638
OTU_97.22593.0,-0.43974851073119875,-0.1575489401828393,-0.08525090861314898,-0.43974851073119875,-0.43974851073119875,-0.43974851073119875,-0.43974851073119875,2.9665418217963295,-0.08525090861314898,-0.43974851073119875,3.16956
OTU_97.2889.1,1.2197487723911402,0.8355292454235371,-0.9912568880320102,-0.9912568880320102,0.8457284045306966,-0.9912568880320102,1.2197487723911402,0.8355292454235371,-0.9912568880320102,-0.9912568880320102,3.2267099999999997
OTU_97.2727.0,-1.002098911561166,-1.002098911561166,-0.20500207065844026,1.6079387226846993,0.9121739349793492,-0.21996017752105906,0.38873140275636375,-1.002098911561166,1.5245138340037518,-1.002098911561166,3.2960899999999995
OTU_97.39273.0,-1.0003282485561003,-1.0003282485561003,-0.21145299197391088,1.582766552576678,0.8941819940220446,0.5477533092361901,-0.3121047726226283,-1.0003282485561003,1.5001689029860266,-1.0003282485561003,3.3244300000000004
OTU_97.2213.0,1.3476587450585884,0.9268799769887247,-1.0741654018708633,-0.1596497383618572,-1.0741654018708633,-1.0741654018708633,1.3476587450585884,0.9268799769887247,-1.0741654018708633,-0.09276609824931621,3.34213
OTU_97.43848.0,-0.8475850809385885,-0.8475850809385885,0.4713875924162061,1.3118817740371749,-0.8475850809385885,-0.8475850809385885,-0.8475850809385885,2.0583756337356687,0.4713875924162061,-0.07510718791231367,3.36959
OTU_97.34527.0,-0.6246822295741833,-0.6246822295741833,0.7955557066217476,-0.6246822295741833,-0.6246822295741833,-0.6246822295741833,-0.6246822295741833,2.5044168761610446,0.7955557066217476,-0.347434911959441,3.4595000000000007
OTU_97.23272.0,1.0350403995481412,-0.9071484708689399,-0.9071484708689399,1.2930540360237976,0.7065196096062557,-0.9071484708689399,1.6212672702253723,-0.9071484708689399,-0.9071484708689399,-0.12013896105886968,3.539450000000001
OTU_97.43673.1,0.6307821701287859,-0.6167916947699696,-0.18518856110789092,-0.6167916947699696,-0.6167916947699696,-0.6167916947699696,0.6307821701287859,-0.6167916947699696,2.624374389470138,-0.6167916947699696,3.6627099999999997
OTU_97.28595.0,1.0000462986817393,-0.42871765422962727,1.0747239993711513,-0.9718092809855196,-0.9718092809855196,-0.9718092809855196,1.5951781349772913,-0.42871765422962727,1.0747239993711513,-0.9718092809855196,3.7348399999999997
OTU_97.34194.0,-0.9834628440187703,-0.9834628440187703,-0.34721003070020773,1.0998847075444138,-0.21948380128816233,-0.3591502368318298,-0.4283646024565976,0.41829794086432726,2.413817024967471,-0.6108653140618762,4.052390000000001
OTU_97.35376.0,-0.7248639664728092,-0.7248639664728092,0.20754525121972045,0.2928658337899756,-0.7248639664728092,-0.7248639664728092,-0.7248639664728092,2.356599658218568,1.2191400783714719,-0.45183098923569015,4.07627
OTU_97.3084.0,-0.7090527331775269,-0.7090527331775269,0.5835283732340655,-0.23876776963873,-0.7090527331775269,-0.7090527331775269,-0.7090527331775269,2.138803163196263,1.5184286524652435,-0.4567287533692071,4.31461
OTU_97.5278.0,0.5823354842440502,-0.43685740597298234,-0.8242260584181171,0.23804491345888176,-0.8242260584181171,-0.8242260584181171,1.0068800942785485,-0.43685740597298234,2.3433585536369534,-0.8242260584181171,4.44084
OTU_97.57.0,0.5187800421926484,-0.4569756650348066,-0.8278552382554261,-0.8278552382554261,2.528701746388164,-0.8278552382554261,0.7220165751294615,-0.4569756650348066,0.18303193925410288,-0.5550132581284848,4.6587
OTU_97.34782.1,-0.6603744888888582,1.9730866202781119,-0.29281689433591784,-0.6603744888888582,-0.21900969607326648,-0.6603744888888582,-0.5000318002556889,1.9730866202781119,-0.29281689433591784,-0.6603744888888582,4.69017
OTU_97.9740.0,-1.0646578752870164,-1.0646578752870164,-0.9567989840877635,1.9958823669553831,1.2663318995978154,0.5227244128134599,-0.2649107197227219,-0.8270588834034167,0.447245291205786,-0.05409963278451056,4.81697
OTU_97.41189.0,-0.536889880702935,-0.07485548302795912,-0.2466946901741633,-0.536889880702935,2.947776800714835,-0.536889880702935,-0.15711693149885053,-0.07485548302795912,-0.2466946901741633,-0.536889880702935,4.85059
OTU_97.43676.0,-0.6752154120239662,-0.6752154120239662,-0.6752154120239662,1.6673466737128129,1.4723798880078878,1.4307396759734974,-0.519173765550402,-0.6752154120239662,-0.6752154120239662,-0.6752154120239662,4.9489600000000005
OTU_97.23667.0,-0.5957354331725141,-0.645279724770972,1.2390021803105005,-0.6979060873864412,-0.49298689064289747,-0.8713688968126125,-0.5705587655523024,0.9449918682314715,2.178687107509555,-0.48884535771378845,5.2589500000000005
OTU_97.23.1,-0.9430125124778508,-0.5912710073323564,0.8243716131633715,0.02153617793406815,-0.41243664244338984,